assets_concerned,asset_type,voltage_kv_raw,daily_restoring_raw,reason,source_file,start_datetime,stop_datetime,voltage_kv,daily_restoring,duration_hours
S/E Premadio - ATR1 220/66 kV,ATR,220 kV,N,Altre di sviluppo,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-22,220.0,False,24.0
S/E Rumianca - Sbarra B 380 kV,SBA,400 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,400.0,False,0.0
S/E S.Maria C.V. - Sbarra A1 150 KV,SBA,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,150.0,False,0.0
S/E Scafati - Sbarra B 150 KV,SBA,150 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,150.0,False,0.0
S/E Selargius - ATR 7 220/150 kV,ATR,150 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-23,150.0,False,48.0
S/E Taranto N - Sbarra A 380 KV,SBA,400 kV,N,Interferenza Lavori,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-22,400.0,False,24.0
S/E Vellai-Trafo101 132/20 kV 25 MVA,TRF,132 kV,N,Sostituzione SPCC,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-05-08,132.0,False,408.0
S/E Vignole Borbera - Sbarra A 132 kV,SBA,132 kV,N,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,132.0,False,0.0
S/E Villavalle - Sbarra A 220 KV,SBA,220 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,220.0,False,0.0
SE FOLLONICA RT - Sbarra A 132 kV,SBA,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-22,132.0,False,24.0
SE Follonica RT - stl 018 Menga,STL,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-22,132.0,False,24.0
SE Mirandola RT - stl 005G Ostiglia RT,STL,132 kV,N,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,132.0,False,0.0
SSE Aurelia RT - stl F28 Ottavia RT,STL,132 kV,N,Altre di Manutenzione,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-22,132.0,False,24.0
SSE Megara RT - stl 705 Augusta,STL,150 kV,S,Riparazione Apparecchiatura AT,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,150.0,False,0.0
Sez. sbarra (A)VE 132 kV in CP S.Giacomo CN (739),SBA,132 kV,N,Interferenza Lavori,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-22,132.0,False,24.0
Stallo 132 kV 130 Rivoli in CP Paracca,STL,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,132.0,False,0.0
Stallo 132 kV 491 IC Sinterama in CP Biella Sud,STL,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,132.0,False,0.0
Stallo 132 kV 527 Cossato in CP Vallemosso,STL,132 kV,N,Controlli di legge,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-24,132.0,False,72.0
Stallo 132 kV 527 Vallemosso in CP Cossato,STL,132 kV,N,Controlli di legge,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-24,132.0,False,72.0
Stallo 132 kV 583:VSCR#SCORZE in CP ISTRANA,STL,132 kV,S,Controlli di legge,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,132.0,False,0.0
Stallo 132 kV CNG:VAMP#AMPEZZO in CP AMPEZZO,STL,132 kV,S,Altre di manutenzioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,132.0,False,0.0
Stallo 150 kV ...ANA in CP ANAGNI Z.I.,STL,150 kV,S,Interferenza Lavori,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-22,150.0,False,24.0
Stallo 150 kV V.S.MARIA in CP C.GIUDICE,STL,150 kV,N,Altre di manutenzioni,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-23,150.0,False,48.0
Stallo 150 kV V.S.MARIA in CP C.GIUDICE,STL,150 kV,N,Altre di manutenzioni,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-24,150.0,False,72.0
Trc204 Astroni-Cast.Aversa cd Giuliano60,TRC,70 kV,S,Interferenza Lavori,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,70.0,False,0.0
linea 709 SANDRIGO-CP VICENZA MV,LIN,132 kV,S,Interferenza Linea,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-21,2026-04-21,132.0,False,0.0
COV_ST_520,STL,132 kV,N,Altre di Manutenzione,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,132.0,False,0.0
CP PONSACCO - STALLO AT 568 TERRICCIOLA,STL,132 kV,N,Altre di manutenzioni,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
CP SAN LEONARDO - STL 605 ENERPASS,STL,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
L 616 Pian Camuno - cp Sarezzo,LIN,132 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-05-03,132.0,False,264.0
L008 Mezzocorona-S.Leona. cd p.20-p.428,LIN,132 kV,S,Interferenza Linea,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
L204 Astroni-Carinola-Giug.60-Falc-Villa,LIN,70 kV,N,Altri investimenti,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-05-07,70.0,False,360.0
L472 Bari Termica GIS-Bari Termica SCRI,LIN,150 kV,S,Altre di sviluppo,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,150.0,False,0.0
LINEA 010 C.LE PRATI-CP S.LEONARDO,LIN,132 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,132.0,False,48.0
LINEA 134 OTTANA - NORAGUGUME,LIN,220 kV,S,Interventi parti meccaniche,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,220.0,False,0.0
Lin 417 SE Roma Nord - A.Sira,LIN,150 kV,S,Taglio Piante,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,150.0,False,48.0
Linea 002 400 KVcc Galatina - Otranto,LIN,400 kV,N,Altre di rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-06-08,400.0,False,1128.0
Linea 008 Piombino Cotone - S. Giuseppe,LIN,132 kV,S,Interferenza Linea,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,132.0,False,0.0
Linea 030 Astroni - Fuorigrotta B. 60 kV,LIN,70 kV,S,Interferenza Linea,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,70.0,False,0.0
Linea 031 Astroni - Fuorigrotta V. 60 kV,LIN,70 kV,S,Interferenza Linea,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,70.0,False,0.0
Linea 032 Astroni - Fuorigrotta R. 60 kV,LIN,70 kV,S,Interferenza Linea,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,70.0,False,0.0
Linea 044 Cesena RT - Riccione RT,LIN,132 kV,N,Taglio Piante,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
Linea 048 S. Giuseppe - Portoferraio,LIN,132 kV,S,Interferenza Linea,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,132.0,False,0.0
Linea 063 Garigliano - Sessa Aurunca,LIN,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260313-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,150.0,False,0.0
Linea 075 Cogoleto - RFI Arenzano,LIN,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
Linea 127 cp Marcheno-cp Sarezzo,LIN,132 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-05-03,132.0,False,264.0
Linea 127 cp Marcheno-cp Sarezzo,LIN,132 kV,N,Altre di Rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,132.0,False,48.0
Linea 150 kV - MULINI - QUATTROVENTI,LIN,150 kV,S,Interferenza Linea,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,150.0,False,24.0
Linea 220 Ercolano - Torre Nord,LIN,220 kV,N,Sostituzione Conduttori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-06-26,220.0,False,1560.0
Linea 230 Partanna 2 - Partanna,LIN,220 kV,S,Altre di manutenzioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,220.0,False,0.0
Linea 303 Valmontone - Latina,LIN,400 kV,S,Riparazione Carpenteria,20260313-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,400.0,False,48.0
Linea 308 Codrongianos - Florinas,LIN,150 kV,S,Altre di Rinnovo,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,150.0,False,0.0
Linea 308 Scilla - Villafranca Tirrena 2,LIN,400 kV,S,Controlli Tecnici Apparecchiatura AT,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,400.0,False,24.0
Linea 331 Benevento II - S. Sofia,LIN,400 kV,N,Riparazione FdG,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,400.0,False,48.0
Linea 331 Benevento II - S. Sofia,LIN,400 kV,S,Riparazione FdG,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,400.0,False,0.0
Linea 415 Reggio Condera - Scilla 150 kV,LIN,150 kV,S,Riparazione conduttore,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,150.0,False,0.0
Linea 427 Faeto - Celle S. Vito,LIN,150 kV,N,Altre di sviluppo,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,150.0,False,24.0
Linea 436 S/E Mercallo - Cp Casorate,LIN,132 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
Linea 512 Covalou - Chatillon,LIN,132 kV,N,Altre di Rinnovo,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
Linea 520 Covalou - Pont St. Martin CP  der VERT,LIN,132 kV,N,Altre di sviluppo,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
Linea 522 Scafati-CP Scafati,LIN,150 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,150.0,False,0.0
Linea 522 Scafati-CP Scafati,LIN,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,150.0,False,24.0
Linea 568 Ponsacco - Terricciola,LIN,132 kV,N,Interferenza Linea,20260313-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
Linea 596 Oulx - FS Salbertrand,LIN,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,132.0,False,0.0
Linea 636 Zevio - Dugale,LIN,132 kV,N,Sostituzione Apparecchiatura AT,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,132.0,False,48.0
Linea 705 Sassocorvaro - S.Angelo In V.,LIN,132 kV,N,Altre di Rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-30,132.0,False,192.0
NORAGUGUME - UP_NORAGUGUME_1,UPS,150 kV,N,Altre di Manutenzione,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,150.0,False,0.0
PROVE CESI - Schema 3,SEZ,220 kV,N,Prove CESI,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,220.0,False,24.0
Pianezza - Sbarra B 220 KV,SBA,220 kV,S,Controlli Tecnici Linea,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,220.0,False,0.0
S/E Arenzano RT -Sbarra A 132 kV,SBA,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
S/E Arezzo C - Condensatore 220 kV,RIF,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,220.0,False,48.0
S/E BUSSI SM. - STL 858 POPOLI DER. AUSIMONT,STL,150 kV,S,Altre di Manutenzione,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,150.0,False,0.0
S/E Benevento 3 - Sbarra B 380 KV,SBA,400 kV,S,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,400.0,False,0.0
S/E Brescia Ric. Sud - sb. B2 132kV,SBA,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,132.0,False,0.0
S/E Bulciago - Sbarra A1 132 kV,SBA,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,132.0,False,0.0
S/E Calenzano-Trafo 102 132/15kV 40MVA,TRF,132 kV,N,Altre di manutenzioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,132.0,False,48.0
S/E Carpi Fossoli - Parallelo K 132 kV,STK,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260313-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
S/E Castelbello - Sbarra A 220 kV,SBA,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,220.0,False,0.0
S/E Ciminna - Sbarra A 150 kV,SBA,150 kV,S,Altre di manutenzioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,150.0,False,0.0
S/E Ciminna - stl 053 S/E Casuzze,STL,150 kV,S,Altre di manutenzioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,150.0,False,24.0
S/E Codrongianos - ATR 1 380/220 kV -S,STT,220 kV,S,Altre di manutenzioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,220.0,False,0.0
S/E Deliceto - Sbarra A 380 KV,SBA,400 kV,S,Controlli Tecnici Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,400.0,False,0.0
S/E Deliceto - stl 676 Agip Deliceto,STL,150 kV,S,Altre di manutenzioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,150.0,False,0.0
S/E Dugale - stl 636 Zevio,STL,132 kV,N,Altre di rinnovo,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-27,132.0,False,120.0
S/E Faeto - stl 427 Celle S.Vito,STL,150 kV,N,Controlli Protezioni,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,150.0,False,24.0
S/E Feroleto - stl Ionadi cd Francavilla Angit.,STL,150 kV,N,Sostituzione SPCC,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,150.0,False,48.0
S/E Fiumesanto - Sbarra B 150 kV,SBA,150 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-24,150.0,False,48.0
S/E Foggia - Sbarra B 380 KV,SBA,400 kV,S,Controlli Tecnici Apparecchiatura AT,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,400.0,False,0.0
S/E Fratta - TR 2 220/10 KV,TRF,10 kV,S,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,10.0,False,24.0
S/E Glorenza - Sbarra A 220 kV,SBA,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,220.0,False,0.0
S/E Gorlago - Sbarra B 380 kV,SBA,400 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,400.0,False,24.0
S/E La Casella - Sbarra B 380 kV,SBA,400 kV,N,Controlli Tecnici Apparecchiatura AT,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,400.0,False,24.0
S/E Larino - Sbarra A 380 KV,SBA,400 kV,S,Sostituzione Apparecchiature AT,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,400.0,False,0.0
S/E Larino - Sbarra B 380 KV,SBA,400 kV,S,Sostituzione Apparecchiature AT,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-22,400.0,False,0.0
S/E Magliano Alpi - Semisbarra B2 132 kV,SBA,132 kV,N,Sostituzione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-04-22,2026-04-23,132.0,False,24.0
